Country Name	Country Code	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
United States	USA	NY.GDP.DEFL.KD.ZG		1.350153896	1.244634712	1.088386011	1.503939679	1.919825811	2.898778535	3.151279366	4.367188241	4.95848845	2.211441675	5.077700631	4.329220317	5.442039936	8.983063068	9.261424055	5.488939826	6.202967939	7.021273092	8.255897781	9.018535344	9.336242988	6.203739761	3.948367013	3.548237335	3.199612387	2.017623956	2.551295486	3.500903602	3.888019538	3.699156703	3.328513079	2.279550581	2.379261482	2.128132874	2.085676645	1.825553431	1.711503645	1.085256199	1.530321885	2.275519805	2.278900887	1.535124592	1.994056263	2.749721159	3.21763825	3.072266625	2.661336394	1.961612383	0.759434764	1.221349397	2.064627467	1.842051483	1.615007088	1.790351672	1.075920556	1.315151889
